Title,Genre,Is Series,Hidden Gem Score,Runtime,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,IMDb Votes,Minimum Age,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Menashe,Drama,0,8.0,3.0,6.5,96.0,81.0,9.0,18.0,1703036.0,1513296000,1988.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Me If You Dare,"Comedy, Drama, Romance",0,2.7,3.0,7.6,44.0,45.0,5.0,2.0,553504.0,1513296000,67508.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seoul Searching,"Comedy, Drama, Music, Romance",0,7.8,3.0,7.0,75.0,63.0,3.0,0.0,18654.0,1513296000,1306.0,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Fist Fight,Comedy,0,1.9,3.0,5.6,24.0,37.0,1.0,1.0,32187017.0,1513036800,39746.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peepli Live,"Comedy, Drama",0,3.8,3.0,7.4,86.0,69.0,4.0,13.0,757951.0,1512691200,11826.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagaan,"Drama, Musical, Sport",0,4.3,5.0,8.1,95.0,84.0,54.0,20.0,909043.0,1512691200,105212.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dhobi Ghat (Mumbai Diaries),Drama,0,3.2,3.0,7.0,65.0,55.0,1.0,3.0,576639.0,1512691200,12488.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi Belly,"Action, Comedy, Crime",0,3.9,3.0,7.6,89.0,66.0,6.0,9.0,1532594.0,1512691200,27562.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By the Sea,"Drama, Romance",0,2.2,5.0,5.3,34.0,44.0,1.0,2.0,538460.0,1512604800,18777.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Your Name,"Animation, Drama, Fantasy, Romance",0,4.4,3.0,8.4,98.0,79.0,16.0,25.0,5017246.0,1512518400,197791.0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
American Graffiti,"Comedy, Drama",0,4.5,3.0,7.4,96.0,97.0,9.0,13.0,115000000.0,1512086400,82037.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Heels,"Comedy, Drama, Romance",0,2.9,3.0,7.1,53.0,51.0,11.0,9.0,1710057.0,1511913600,14038.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wakefield,Drama,0,3.3,3.0,6.3,72.0,62.0,1.0,1.0,262599.0,1511827200,15464.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boss Baby,"Animation, Adventure, Comedy, Family, Fantasy",0,2.8,3.0,6.3,53.0,50.0,4.0,21.0,175003033.0,1511827200,109139.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Collateral Beauty,"Drama, Romance",0,1.7,3.0,6.8,14.0,23.0,1.0,6.0,31016021.0,1510963200,91920.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Billy Elliot,"Drama, Music",0,3.9,3.0,7.7,85.0,74.0,56.0,73.0,21995263.0,1510876800,127066.0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Midnight Run,"Action, Comedy, Crime, Thriller",0,4.1,5.0,7.5,94.0,78.0,2.0,4.0,38413606.0,1510876800,76038.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Free Fire,"Action, Comedy, Crime, Thriller",0,3.3,3.0,6.4,69.0,63.0,3.0,8.0,1799312.0,1510444800,42332.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Megan Leavey,"Biography, Drama, War",0,3.7,3.0,7.1,85.0,66.0,1.0,1.0,13406883.0,1510358400,21739.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Their Finest,"Comedy, Drama, Romance, War",0,3.9,3.0,6.8,90.0,76.0,1.0,7.0,3603484.0,1510358400,18062.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Women on the Verge of a Nervous Breakdown,"Comedy, Drama",0,4.2,3.0,7.6,90.0,85.0,22.0,24.0,7251740.0,1510272000,36189.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La La Land,"Comedy, Drama, Music, Musical, Romance",0,4.4,5.0,8.0,91.0,94.0,242.0,281.0,151101803.0,1510099200,508025.0,13,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
The Dinner,"Crime, Drama, Thriller",0,3.5,5.0,4.5,46.0,57.0,1.0,2.0,1323312.0,1510012800,7873.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frank and Lola,"Crime, Drama, Romance, Thriller",0,5.3,3.0,5.9,69.0,56.0,1.0,2.0,9188.0,1509580800,5534.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A Cure for Wellness,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",0,2.6,5.0,6.4,43.0,47.0,4.0,5.0,8106986.0,1509580800,86916.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
A United Kingdom,"Biography, Drama, History, Romance",0,3.6,3.0,6.9,84.0,65.0,2.0,4.0,3902185.0,1509580800,14499.0,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Field of Dreams,"Drama, Family, Fantasy, Sport",0,3.6,3.0,7.5,87.0,57.0,7.0,13.0,64431625.0,1509494400,108380.0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
The Crush,"Drama, Thriller",0,2.0,3.0,5.9,25.0,34.0,2.0,3.0,13609396.0,1509494400,16604.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Urban Legend,"Horror, Mystery, Thriller",0,1.9,3.0,5.6,21.0,35.0,1.0,2.0,38072438.0,1508889600,60496.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
It Comes at Night,"Horror, Mystery, Sci-Fi",0,3.8,3.0,6.2,87.0,78.0,1.0,11.0,13985117.0,1508803200,84529.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Smurfs: The Lost Village,"Animation, Adventure, Comedy, Family, Fantasy",0,2.3,3.0,6.0,40.0,40.0,1.0,6.0,45020282.0,1508457600,18627.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Colossal,"Action, Comedy, Drama, Fantasy, Sci-Fi, Thriller",0,3.5,3.0,6.2,81.0,70.0,3.0,8.0,3029287.0,1508371200,59188.0,17,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
The Abyss,"Adventure, Drama, Mystery, Sci-Fi, Thriller",0,3.8,5.0,7.5,89.0,62.0,9.0,15.0,54461047.0,1508025600,162973.0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Drama, Thriller",0,5.9,3.0,6.1,88.0,75.0,1.0,1.0,3814868.0,1507766400,5695.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kidnap,"Action, Crime, Drama, Thriller",0,2.3,3.0,5.9,35.0,44.0,2.0,4.0,30971040.0,1507334400,34029.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Patriots Day,"Action, Crime, Drama, History, Thriller",0,3.7,5.0,7.4,81.0,69.0,2.0,3.0,31886361.0,1506816000,92601.0,17,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dangerous Liaisons,"Drama, Romance",0,4.1,3.0,7.6,93.0,74.0,21.0,21.0,34670720.0,1506816000,64704.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asura: The City of Madness,"Action, Crime, Drama, Thriller",0,7.4,5.0,6.6,82.0,64.0,6.0,16.0,175702.0,1506729600,2307.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Handmaiden,"Drama, Romance, Thriller",0,4.3,5.0,8.1,95.0,84.0,68.0,104.0,2006788.0,1506729600,114432.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Bad Batch,"Drama, Horror, Romance, Sci-Fi",0,2.7,3.0,5.3,47.0,62.0,1.0,3.0,180851.0,1506038400,26804.0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Fantastic Beasts and Where To Find Them,"Adventure, Family, Fantasy",0,3.5,5.0,7.3,74.0,66.0,15.0,53.0,234037575.0,1505606400,411828.0,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Dressmaker,"Comedy, Drama",0,2.9,3.0,7.1,58.0,47.0,15.0,39.0,2022115.0,1505520000,54330.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visit,"Horror, Mystery, Thriller",0,3.1,5.0,6.2,68.0,55.0,1.0,14.0,65206105.0,1505433600,114273.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Rings,"Drama, Horror, Mystery, Romance",0,1.3,3.0,4.5,8.0,25.0,2.0,0.0,27793018.0,1505174400,37807.0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
xXx: The Return of Xander Cage,"Action, Adventure, Thriller",0,2.3,3.0,5.2,44.0,42.0,1.0,6.0,44898413.0,1505174400,85393.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Divergent Series: Allegiant - Part 1,"Action, Adventure, Mystery, Sci-Fi, Thriller",0,1.7,5.0,5.7,11.0,33.0,3.0,12.0,66184051.0,1505088000,109596.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Nocturama,"Drama, Thriller",0,6.4,5.0,6.4,82.0,71.0,5.0,19.0,30157.0,1504828800,4403.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Like Crazy,"Comedy, Drama",0,4.6,3.0,7.2,84.0,74.0,30.0,29.0,107362.0,1504656000,8560.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autobahn,"Action, Crime, Thriller",0,1.9,3.0,5.7,24.0,33.0,1.0,1.0,2280004.0,1504656000,15092.0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Carrie Pilby,"Comedy, Drama",0,3.6,3.0,6.7,62.0,52.0,1.0,2.0,18957.0,1504569600,8883.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before the Fall,"Drama, Sport, Thriller, War",0,3.4,3.0,7.4,67.0,65.0,8.0,6.0,144254.0,1504310400,14534.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Assassins Creed,"Action, Adventure, Sci-Fi",0,1.9,3.0,5.7,18.0,36.0,2.0,1.0,54647948.0,1504224000,186279.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Why Him?,Comedy,0,2.3,3.0,6.2,39.0,39.0,1.0,0.0,60323786.0,1504224000,101893.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence,"Drama, History",0,3.9,5.0,7.2,83.0,79.0,6.0,57.0,7100177.0,1504224000,100584.0,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,"Biography, Drama, History",0,4.1,5.0,7.8,93.0,74.0,37.0,88.0,169607287.0,1504224000,201864.0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,"Biography, Drama, Sport",0,3.3,3.0,6.8,69.0,62.0,1.0,1.0,5083906.0,1504224000,25223.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Omen 666,"Action, Adventure, Fantasy, Horror, Romance, Thriller",0,2.1,3.0,5.5,26.0,43.0,1.0,7.0,54607383.0,1504224000,56351.0,17,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Shes Gotta Have It,"Comedy, Romance",0,4.0,3.0,6.8,91.0,79.0,4.0,2.0,7137502.0,1504224000,12250.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Burnt,"Comedy, Drama",0,2.3,3.0,6.6,28.0,42.0,6.0,1.0,13651946.0,1504051200,107296.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personal Shopper,"Drama, Mystery, Thriller",0,3.6,3.0,6.1,80.0,77.0,9.0,24.0,1305195.0,1503705600,36573.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Hitman’s Bodyguard,"Action, Comedy, Crime, Thriller",0,2.7,3.0,6.9,43.0,47.0,1.0,8.0,75468583.0,1503619200,187512.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Berlin Syndrome,"Drama, Horror, Mystery, Thriller",0,3.5,3.0,6.3,75.0,70.0,1.0,23.0,28660.0,1503619200,22507.0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Beyond the Mat,"Documentary, Biography, Sport",0,4.6,3.0,7.6,82.0,73.0,3.0,2.0,2053648.0,1503532800,8547.0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fences,Drama,0,4.1,5.0,7.2,92.0,79.0,58.0,116.0,57682904.0,1503532800,98070.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hail, Cesar!","Comedy, Drama, Music, Mystery",0,3.7,3.0,6.3,85.0,72.0,13.0,44.0,30498085.0,1503360000,124219.0,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Gold,"Crime, Drama",0,2.6,5.0,6.7,42.0,49.0,1.0,5.0,7227038.0,1502841600,57617.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All These Sleepless Nights,"Documentary, Drama",0,7.6,3.0,6.6,69.0,70.0,5.0,13.0,20762.0,1502841600,1547.0,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Accountant,"Action, Crime, Drama, Thriller",0,2.9,5.0,7.3,51.0,51.0,3.0,5.0,86260045.0,1502755200,261135.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Allied,"Action, Drama, Romance, Thriller, War",0,3.2,5.0,7.1,61.0,60.0,1.0,11.0,40098064.0,1502409600,142119.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Sing,"Animation, Comedy, Family, Musical",0,3.4,3.0,7.1,72.0,59.0,3.0,25.0,270448425.0,1501718400,134434.0,10,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Daddy Day Camp,"Comedy, Family",0,0.8,3.0,3.1,1.0,13.0,1.0,5.0,13235267.0,1501632000,15710.0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cop Car,"Crime, Thriller",0,3.5,3.0,6.3,81.0,66.0,1.0,4.0,134552.0,1501545600,30431.0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rules Dont Apply,"Comedy, Drama, Romance",0,2.9,5.0,5.7,55.0,60.0,3.0,10.0,3652206.0,1501545600,9835.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Autopsy of Jane Doe,"Horror, Mystery, Thriller",0,3.7,3.0,6.8,87.0,65.0,8.0,10.0,10474.0,1501545600,100107.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Hearts in Atlantis,"Drama, Mystery",0,2.9,3.0,6.9,49.0,55.0,2.0,8.0,24185781.0,1501545600,36858.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Danish Girl,"Biography, Drama, Romance",0,3.4,3.0,7.1,67.0,66.0,32.0,76.0,11114018.0,1501545600,163735.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arrival,"Drama, Sci-Fi",0,4.2,3.0,7.9,94.0,81.0,68.0,263.0,100546139.0,1501200000,595572.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Called Him Morgan,"Documentary, Drama, History, Music",0,8.5,3.0,7.3,96.0,90.0,1.0,7.0,128986.0,1500768000,1558.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Office Christmas Party,Comedy,0,2.3,3.0,5.8,41.0,42.0,1.0,1.0,54767494.0,1500422400,71030.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Sloane,Drama,0,3.6,5.0,7.5,76.0,64.0,1.0,10.0,3500605.0,1500336000,64875.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I, Daniel Blake",Drama,0,4.2,3.0,7.9,92.0,78.0,30.0,37.0,260354.0,1500076800,54191.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Not Your Negro,"Documentary, History",0,4.5,3.0,7.9,99.0,95.0,31.0,50.0,7123919.0,1500076800,19727.0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher: Never Go Back,"Action, Thriller",0,2.4,3.0,6.1,38.0,47.0,1.0,0.0,58697076.0,1499990400,139317.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Founder,"Biography, Drama",0,3.6,3.0,7.2,81.0,66.0,1.0,4.0,12786053.0,1499731200,126523.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs,"Biography, Drama",0,4.0,5.0,7.2,85.0,82.0,28.0,112.0,17766658.0,1499558400,154669.0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before I Fall,"Drama, Fantasy, Mystery",0,3.1,3.0,6.5,64.0,58.0,2.0,2.0,12241122.0,1499385600,46490.0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Apt Pupil,"Crime, Drama, Thriller",0,2.9,3.0,6.7,53.0,51.0,6.0,10.0,8863193.0,1499299200,36090.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cooties,"Action, Comedy, Horror, Sci-Fi, Thriller",0,2.5,3.0,5.7,45.0,49.0,1.0,4.0,60058.0,1499212800,23026.0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Bad Santa 2,"Comedy, Crime, Drama",0,2.0,3.0,5.6,24.0,38.0,1.0,2.0,17782178.0,1498867200,23439.0,17,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Circle,"Drama, Sci-Fi, Thriller",0,1.8,3.0,5.3,15.0,43.0,3.0,1.0,20497844.0,1498780800,85020.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Elle,"Crime, Drama, Thriller",0,4.2,5.0,7.1,91.0,89.0,68.0,91.0,2341534.0,1498694400,61259.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolf Totem,"Adventure, Drama",0,5.4,3.0,6.7,67.0,58.0,19.0,16.0,210591.0,1498435200,5567.0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sully,"Biography, Drama",0,3.9,3.0,7.4,85.0,74.0,14.0,36.0,125070033.0,1498089600,239884.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20th Century Women,"Comedy, Drama",0,4.1,3.0,7.3,88.0,83.0,12.0,71.0,5664764.0,1498089600,40135.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storks,"Animation, Adventure, Comedy, Family, Fantasy",0,3.2,3.0,6.8,66.0,56.0,5.0,4.0,72679278.0,1498089600,56294.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Family Fang,"Comedy, Drama, Mystery",0,4.4,3.0,6.1,83.0,67.0,1.0,1.0,262921.0,1498089600,8282.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
After the Storm,"Comedy, Drama",0,4.5,3.0,7.4,96.0,84.0,2.0,13.0,272132.0,1497916800,9454.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont Call Me Son,Drama,0,8.1,3.0,6.8,83.0,77.0,5.0,7.0,11678.0,1497916800,1367.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Age of Shadows,"Action, Drama, Thriller",0,4.9,5.0,7.1,100.0,78.0,13.0,37.0,541719.0,1497744000,8591.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Stanford Prison Experiment,"Biography, Drama, History, Thriller",0,3.7,5.0,6.9,84.0,67.0,4.0,3.0,660561.0,1497657600,36817.0,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A Man Called Ove,"Comedy, Drama, Romance",0,4.0,3.0,7.7,91.0,70.0,16.0,29.0,3479315.0,1497571200,47829.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mother,"Crime, Drama, Mystery, Thriller",0,4.2,5.0,7.8,96.0,79.0,44.0,46.0,551509.0,1497398400,53293.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Trolls,"Animation, Adventure, Comedy, Family, Fantasy, Musical",0,3.2,3.0,6.5,75.0,55.0,4.0,36.0,153707064.0,1496793600,72665.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
The Edge of Seventeen,"Comedy, Drama",0,4.1,3.0,7.3,94.0,77.0,8.0,28.0,14431633.0,1496793600,104892.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pastoral,"Crime, Drama",0,2.1,3.0,6.1,23.0,43.0,1.0,3.0,544098.0,1496707200,15356.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Peregrines Home for Peculiar Children,"Adventure, Drama, Family, Fantasy, Thriller",0,3.1,5.0,6.7,64.0,57.0,2.0,12.0,87242834.0,1496275200,156095.0,13,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Dog Day Afternoon,"Biography, Crime, Drama, Thriller",0,4.4,5.0,8.0,96.0,86.0,14.0,21.0,50000000.0,1496275200,236043.0,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Attorney,Drama,0,5.8,5.0,7.7,75.0,55.0,35.0,28.0,557236.0,1496275200,5238.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Strange,"Action, Adventure, Fantasy, Sci-Fi",0,3.9,3.0,7.5,89.0,72.0,19.0,67.0,232641920.0,1496102400,600090.0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lion,"Biography, Drama",0,3.9,3.0,8.0,84.0,69.0,59.0,106.0,51738905.0,1496102400,214843.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visit,"Horror, Mystery, Thriller",0,3.1,3.0,6.2,68.0,55.0,1.0,14.0,65206105.0,1495584000,114273.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Suicide Squad,"Action, Adventure, Fantasy, Sci-Fi",0,2.1,5.0,6.0,26.0,40.0,17.0,40.0,325100054.0,1495411200,603963.0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Moonlight,Drama,0,4.5,3.0,7.4,98.0,99.0,229.0,290.0,27854932.0,1495324800,274341.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Peak,"Drama, Fantasy, Horror, Mystery, Thriller",0,3.4,3.0,6.5,72.0,66.0,6.0,42.0,31090320.0,1494892800,130637.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Snowden,"Biography, Crime, Drama, Thriller",0,3.2,5.0,7.3,61.0,58.0,4.0,7.0,21587519.0,1494806400,138937.0,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinocchio,"Animation, Comedy, Family, Fantasy, Musical",0,4.1,3.0,7.4,73.0,99.0,6.0,0.0,84254167.0,1494633600,131352.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Deepwater Horizon,"Action, Drama, History, Thriller",0,3.7,3.0,7.1,83.0,68.0,3.0,15.0,61433527.0,1494374400,152382.0,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Legend of Tarzan,"Action, Adventure, Drama, Fantasy, Romance",0,2.4,3.0,6.2,36.0,44.0,2.0,4.0,126643061.0,1494288000,163745.0,13,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Monster Calls,"Adventure, Drama, Family, Fantasy",0,4.0,3.0,7.5,86.0,76.0,39.0,53.0,3740823.0,1494288000,81312.0,13,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Finding Mr. Right,"Comedy, Romance",0,7.2,5.0,6.4,86.0,50.0,16.0,21.0,6945.0,1493942400,2316.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
